sn	probe	stand	cond	block_c	trial_c	key_press	Desired	correct	rt	ses	lang	dKey
8403_4134	1	5	CH1_CHIN	2	4	75	75	YES	506	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	5	75	75	YES	537	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	6	75	75	YES	746	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	7	68	68	YES	601	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	8	75	75	YES	841	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	9	68	68	YES	633	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	10	75	68	NO	666	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	11	75	75	YES	610	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	12	75	75	YES	487	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	13	68	68	YES	722	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	14	75	75	YES	872	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	15	68	68	YES	577	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	16	68	68	YES	570	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	17	68	68	YES	545	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	18	68	68	YES	673	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	19	75	75	YES	449	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	20	75	75	YES	569	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	21	68	68	YES	482	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	22	68	68	YES	522	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	23	75	75	YES	426	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	24	68	68	YES	498	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	25	75	75	YES	441	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	26	75	75	YES	441	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	27	75	75	YES	330	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	28	68	68	YES	409	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	29	75	75	YES	345	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	30	68	68	YES	393	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	31	68	68	YES	578	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	32	68	68	YES	426	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	33	75	75	YES	482	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	34	68	68	YES	441	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	35	68	68	YES	498	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	36	68	68	YES	433	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	37	75	75	YES	521	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	38	68	68	YES	562	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	39	75	75	YES	489	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	40	68	68	YES	473	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	41	75	75	YES	634	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	42	68	68	YES	481	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	43	75	75	YES	505	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	44	75	75	YES	610	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	45	68	68	YES	482	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	46	68	68	YES	362	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	47	75	68	NO	409	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	48	75	75	YES	536	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	49	75	75	YES	506	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	50	75	75	YES	434	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	51	68	75	NO	673	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	52	68	68	YES	689	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	53	68	68	YES	425	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	54	68	68	YES	457	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	55	68	68	YES	504	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	56	68	68	YES	369	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	57	75	75	YES	490	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	58	68	68	YES	553	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	59	75	75	YES	433	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	60	68	68	YES	458	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	61	68	68	YES	521	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	62	68	68	YES	417	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	63	68	68	YES	489	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	64	75	75	YES	427	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	65	68	68	YES	409	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	66	68	75	NO	474	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	67	68	68	YES	442	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	68	68	68	YES	433	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	69	75	75	YES	346	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	70	68	68	YES	490	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	71	68	68	YES	481	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	72	75	75	YES	521	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	73	75	75	YES	385	1	chinese	hi
8403_4134	1	5	CH1_CHIN	2	74	75	75	YES	401	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	75	75	75	YES	801	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	76	68	68	YES	569	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	77	68	68	YES	465	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	78	75	75	YES	466	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	79	68	68	YES	570	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	80	68	68	YES	474	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	81	68	68	YES	505	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	82	75	75	YES	418	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	83	75	75	YES	537	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	84	75	75	YES	401	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	85	75	75	YES	481	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	86	75	75	YES	545	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	87	68	68	YES	706	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	88	75	75	YES	433	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	89	68	68	YES	602	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	90	68	68	YES	938	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	91	68	68	YES	593	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	92	68	68	YES	513	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	93	75	75	YES	889	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	94	68	68	YES	529	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	95	68	68	YES	577	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	96	75	75	YES	401	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	97	75	75	YES	585	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	98	75	75	YES	449	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	99	75	75	YES	433	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	100	75	75	YES	530	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	101	68	68	YES	426	1	chinese	hi
8403_4134	9	5	CH1_CHIN	2	102	68	68	YES	369	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	103	75	75	YES	457	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	104	75	75	YES	577	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	105	75	75	YES	473	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	106	75	75	YES	609	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	107	68	68	YES	609	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	108	75	75	YES	577	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	109	75	75	YES	711	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	110	68	68	YES	577	1	chinese	hi
8403_4134	4	5	CH1_CHIN	2	111	75	75	YES	490	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	112	68	68	YES	522	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	113	68	68	YES	737	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	114	75	75	YES	457	1	chinese	hi
8403_4134	2	5	CH1_CHIN	2	115	75	75	YES	392	1	chinese	hi
8403_4134	3	5	CH1_CHIN	2	116	75	75	YES	577	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	117	68	68	YES	545	1	chinese	hi
8403_4134	7	5	CH1_CHIN	2	118	68	68	YES	369	1	chinese	hi
8403_4134	6	5	CH1_CHIN	2	119	68	68	YES	457	1	chinese	hi
8403_4134	8	5	CH1_CHIN	2	120	68	68	YES	409	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	1	75	75	YES	765	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	2	75	75	YES	394	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	3	75	75	YES	448	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	4	75	75	YES	433	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	5	75	75	YES	377	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	6	68	68	YES	442	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	7	75	75	YES	338	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	8	75	75	YES	770	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	9	75	75	YES	377	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	10	68	68	YES	513	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	11	68	68	YES	457	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	12	68	68	YES	601	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	13	75	75	YES	481	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	14	75	75	YES	385	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	15	68	68	YES	465	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	16	75	75	YES	521	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	17	75	75	YES	481	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	18	75	75	YES	409	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	19	75	75	YES	440	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	20	68	68	YES	537	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	21	75	75	YES	505	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	22	75	75	YES	689	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	23	75	75	YES	369	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	24	68	68	YES	497	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	25	75	75	YES	377	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	26	75	75	YES	442	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	27	75	68	NO	753	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	28	68	68	YES	530	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	29	68	68	YES	722	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	30	68	68	YES	536	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	31	68	75	NO	658	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	32	68	68	YES	576	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	33	68	68	YES	553	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	34	75	75	YES	585	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	35	75	75	YES	521	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	36	68	68	YES	562	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	37	75	75	YES	377	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	38	75	75	YES	593	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	39	75	75	YES	449	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	40	75	75	YES	489	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	41	75	75	YES	392	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	42	68	68	YES	457	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	43	68	68	YES	521	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	44	75	75	YES	505	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	45	75	75	YES	409	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	46	75	75	YES	352	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	47	75	75	YES	433	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	48	68	68	YES	505	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	49	75	75	YES	529	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	50	68	68	YES	665	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	51	75	75	YES	401	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	52	75	75	YES	408	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	53	75	75	YES	545	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	54	68	68	YES	537	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	55	75	75	YES	345	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	56	75	75	YES	249	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	57	68	68	YES	505	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	58	68	68	YES	457	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	59	75	75	YES	457	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	60	68	68	YES	569	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	61	68	68	YES	553	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	62	68	68	YES	369	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	63	68	68	YES	465	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	64	75	75	YES	543	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	65	68	68	YES	591	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	66	68	68	YES	511	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	67	75	75	YES	376	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	68	68	68	YES	345	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	69	75	75	YES	361	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	70	75	75	YES	481	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	71	75	75	YES	417	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	72	68	75	NO	353	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	73	75	75	YES	617	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	74	68	68	YES	667	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	75	75	68	NO	488	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	76	75	75	YES	544	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	77	68	68	YES	552	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	78	75	75	YES	441	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	79	75	75	YES	441	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	80	68	68	YES	521	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	81	75	75	YES	569	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	82	68	68	YES	625	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	83	68	68	YES	513	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	84	68	68	YES	553	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	85	68	68	YES	545	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	86	68	68	YES	424	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	87	68	68	YES	376	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	88	75	75	YES	449	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	89	68	68	YES	520	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	90	75	75	YES	481	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	91	68	68	YES	545	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	92	75	75	YES	369	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	93	75	68	NO	449	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	94	75	75	YES	481	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	95	68	68	YES	544	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	96	75	75	YES	479	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	97	68	68	YES	679	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	98	68	68	YES	456	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	99	75	75	YES	592	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	100	68	68	YES	488	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	101	68	68	YES	497	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	102	75	75	YES	489	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	103	75	75	YES	505	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	104	75	75	YES	657	1	chinese	hi
8403_4134	8	5	CH1_CHIN	3	105	68	68	YES	513	1	chinese	hi
8403_4134	7	5	CH1_CHIN	3	106	68	68	YES	561	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	107	75	75	YES	417	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	108	75	75	YES	464	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	109	75	75	YES	384	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	110	68	68	YES	408	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	111	75	75	YES	361	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	112	75	75	YES	441	1	chinese	hi
8403_4134	9	5	CH1_CHIN	3	113	68	68	YES	505	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	114	75	75	YES	369	1	chinese	hi
8403_4134	2	5	CH1_CHIN	3	115	75	75	YES	401	1	chinese	hi
8403_4134	4	5	CH1_CHIN	3	116	75	75	YES	361	1	chinese	hi
8403_4134	1	5	CH1_CHIN	3	117	75	75	YES	425	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	118	75	75	YES	466	1	chinese	hi
8403_4134	3	5	CH1_CHIN	3	119	75	75	YES	384	1	chinese	hi
8403_4134	6	5	CH1_CHIN	3	120	68	68	YES	424	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	1	68	68	YES	607	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	2	75	75	YES	473	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	3	68	68	YES	680	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	4	68	68	YES	503	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	5	75	75	YES	433	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	6	68	68	YES	401	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	7	75	75	YES	473	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	8	75	68	NO	377	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	9	68	68	YES	409	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	10	75	75	YES	457	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	11	68	68	YES	449	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	12	75	75	YES	434	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	13	68	68	YES	481	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	14	68	68	YES	489	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	15	75	68	NO	528	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	16	75	75	YES	416	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	17	75	75	YES	537	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	18	68	68	YES	736	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	19	75	75	YES	409	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	20	75	75	YES	457	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	21	75	75	YES	369	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	22	68	68	YES	521	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	23	68	68	YES	450	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	24	75	75	YES	369	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	25	75	75	YES	464	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	26	68	68	YES	576	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	27	75	75	YES	440	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	28	75	75	YES	360	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	29	68	68	YES	496	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	30	68	68	YES	488	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	31	75	75	YES	425	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	32	68	68	YES	441	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	33	68	68	YES	553	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	34	68	68	YES	442	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	35	68	68	YES	489	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	36	75	75	YES	449	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	37	75	75	YES	464	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	38	68	68	YES	536	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	39	75	75	YES	480	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	40	75	75	YES	385	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	41	75	75	YES	385	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	42	75	75	YES	345	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	43	75	75	YES	361	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	44	68	68	YES	473	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	45	68	68	YES	553	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	46	75	75	YES	473	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	47	75	75	YES	441	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	48	68	75	NO	648	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	49	75	75	YES	464	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	50	68	68	YES	576	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	51	75	75	YES	504	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	52	75	75	YES	809	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	53	68	68	YES	481	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	54	75	75	YES	671	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	55	75	75	YES	425	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	56	68	68	YES	530	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	57	68	68	YES	393	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	58	75	75	YES	464	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	59	68	68	YES	457	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	60	68	68	YES	448	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	61	68	68	YES	440	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	62	75	68	NO	832	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	63	75	75	YES	480	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	64	75	75	YES	504	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	65	68	68	YES	481	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	66	75	75	YES	520	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	67	75	75	YES	385	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	68	75	75	YES	361	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	69	68	68	YES	433	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	70	68	68	YES	416	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	71	68	68	YES	352	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	72	68	68	YES	688	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	73	68	68	YES	576	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	74	75	75	YES	424	1	chinese	hi
8403_4134	1	5	CH1_CHIN	4	75	75	75	YES	343	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	76	75	75	YES	594	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	77	75	75	YES	392	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	78	68	68	YES	514	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	79	68	68	YES	457	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	80	68	68	YES	520	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	81	68	68	YES	647	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	82	68	68	YES	552	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	83	68	68	YES	512	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	84	75	75	YES	696	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	85	68	68	YES	520	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	86	68	68	YES	553	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	87	75	75	YES	520	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	88	68	68	YES	537	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	89	68	68	YES	833	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	90	75	75	YES	521	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	91	75	75	YES	473	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	92	75	68	NO	344	1	chinese	hi
8403_4134	4	5	CH1_CHIN	4	93	75	75	YES	728	1	chinese	hi
8403_4134	2	5	CH1_CHIN	4	94	75	75	YES	472	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	95	68	68	YES	664	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	96	68	68	YES	505	1	chinese	hi
8403_4134	6	5	CH1_CHIN	4	97	68	68	YES	529	1	chinese	hi
8403_4134	7	5	CH1_CHIN	4	98	68	68	YES	449	1	chinese	hi
8403_4134	9	5	CH1_CHIN	4	99	68	68	YES	416	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	100	68	75	NO	401	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	101	68	68	YES	553	1	chinese	hi
8403_4134	3	5	CH1_CHIN	4	102	75	75	YES	353	1	chinese	hi
8403_4134	8	5	CH1_CHIN	4	103	68	68	YES	568	1	chinese	hi
