sn	probe	stand	cond	block_c	trial_c	key_press	Desired	correct	rt	ses	lang	dKey
1887_4026	8	5	CH1_CHIN	4	101	75	75	YES	529	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	102	68	68	YES	561	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	103	75	75	YES	400	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	104	68	68	YES	575	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	105	68	68	YES	681	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	106	68	68	YES	495	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	107	75	75	YES	487	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	108	68	68	YES	513	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	109	75	75	YES	488	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	110	75	75	YES	433	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	111	75	75	YES	383	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	112	68	68	YES	409	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	113	75	75	YES	392	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	114	68	68	YES	521	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	115	75	75	YES	399	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	116	75	75	YES	385	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	117	75	75	YES	471	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	118	68	68	YES	426	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	119	68	68	YES	423	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	120	68	68	YES	377	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	1	68	68	YES	527	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	2	75	75	YES	471	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	3	75	75	YES	416	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	4	68	68	YES	647	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	5	75	75	YES	463	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	6	75	75	YES	512	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	7	75	75	YES	584	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	8	68	68	YES	351	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	9	75	75	YES	376	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	10	75	68	NO	377	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	11	75	75	YES	502	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	12	68	68	YES	433	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	13	75	75	YES	488	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	14	75	75	YES	576	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	15	75	75	YES	448	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	16	68	68	YES	497	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	17	75	75	YES	416	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	18	68	68	YES	457	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	19	75	75	YES	361	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	20	75	75	YES	457	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	21	68	68	YES	417	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	22	68	68	YES	486	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	23	75	75	YES	474	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	24	75	75	YES	624	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	25	75	75	YES	400	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	26	75	75	YES	399	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	27	75	75	YES	383	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	28	68	68	YES	392	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	29	75	75	YES	535	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	30	68	68	YES	456	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	31	75	75	YES	464	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	32	68	68	YES	383	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	33	75	75	YES	376	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	34	75	75	YES	408	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	35	75	75	YES	520	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	36	75	75	YES	464	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	37	68	68	YES	431	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	38	68	68	YES	647	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	39	68	68	YES	422	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	40	75	75	YES	440	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	41	75	75	YES	383	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	42	75	75	YES	473	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	43	75	75	YES	479	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	44	68	68	YES	424	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	45	68	68	YES	439	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	46	68	68	YES	384	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	47	75	75	YES	632	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	48	75	75	YES	495	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	49	75	68	NO	499	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	50	75	75	YES	472	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	51	75	75	YES	400	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	52	68	68	YES	968	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	53	75	75	YES	432	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	54	68	68	YES	528	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	55	75	75	YES	496	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	56	75	75	YES	527	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	57	68	68	YES	489	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	58	75	75	YES	888	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	59	68	68	YES	440	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	60	75	75	YES	415	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	61	68	68	YES	464	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	62	68	75	NO	456	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	63	68	68	YES	576	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	64	75	75	YES	504	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	65	75	75	YES	440	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	66	68	68	YES	599	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	67	68	68	YES	560	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	68	68	68	YES	440	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	69	75	75	YES	465	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	70	68	68	YES	448	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	71	75	75	YES	479	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	72	75	75	YES	448	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	73	68	68	YES	504	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	74	68	68	YES	473	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	75	68	68	YES	544	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	76	75	75	YES	633	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	77	75	75	YES	631	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	78	75	75	YES	366	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	79	75	75	YES	633	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	80	68	68	YES	688	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	81	68	68	YES	423	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	82	68	68	YES	466	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	83	75	75	YES	536	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	84	68	68	YES	440	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	85	68	68	YES	513	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	86	75	75	YES	441	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	87	75	75	YES	480	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	88	68	68	YES	456	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	89	68	68	YES	434	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	90	75	75	YES	455	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	91	68	68	YES	505	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	92	68	68	YES	397	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	93	68	68	YES	449	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	94	75	75	YES	519	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	95	75	75	YES	511	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	96	75	75	YES	479	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	97	75	75	YES	625	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	98	68	68	YES	431	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	99	68	68	YES	399	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	100	68	68	YES	481	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	101	68	68	YES	696	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	102	68	68	YES	656	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	103	75	75	YES	624	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	104	75	75	YES	656	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	105	68	68	YES	567	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	106	75	75	YES	489	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	107	68	68	YES	433	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	108	68	68	YES	434	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	109	75	75	YES	488	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	110	68	68	YES	416	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	111	68	68	YES	896	2	chinese	low
1887_4026	8	5	CH1_CHIN	5	112	75	75	YES	400	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	113	75	75	YES	479	2	chinese	low
1887_4026	3	5	CH1_CHIN	5	114	68	68	YES	448	2	chinese	low
1887_4026	6	5	CH1_CHIN	5	115	75	75	YES	486	2	chinese	low
1887_4026	4	5	CH1_CHIN	5	116	68	68	YES	482	2	chinese	low
1887_4026	1	5	CH1_CHIN	5	117	68	68	YES	408	2	chinese	low
1887_4026	7	5	CH1_CHIN	5	118	68	75	NO	770	2	chinese	low
1887_4026	2	5	CH1_CHIN	5	119	68	68	YES	512	2	chinese	low
1887_4026	9	5	CH1_CHIN	5	120	75	75	YES	400	2	chinese	low
2016_4020	4	5	CH1_CHIN	1	1	NA	68	NO	NA	2	chinese	low
2016_4020	2	5	CH1_CHIN	1	2	68	68	YES	776	2	chinese	low
2016_4020	8	5	CH1_CHIN	1	3	75	75	YES	585	2	chinese	low
2016_4020	3	5	CH1_CHIN	1	4	68	68	YES	490	2	chinese	low
2016_4020	1	5	CH1_CHIN	1	5	68	68	YES	450	2	chinese	low
2016_4020	7	5	CH1_CHIN	1	6	75	75	YES	482	2	chinese	low
2016_4020	6	5	CH1_CHIN	1	7	75	75	YES	778	2	chinese	low
2016_4020	9	5	CH1_CHIN	1	8	75	75	YES	497	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	1	68	68	YES	574	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	2	68	68	YES	450	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	3	75	75	YES	1057	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	4	75	75	YES	425	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	5	68	68	YES	434	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	6	75	75	YES	818	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	7	68	68	YES	450	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	8	75	75	YES	441	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	9	75	75	YES	641	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	10	75	75	YES	409	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	11	75	75	YES	449	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	12	68	68	YES	623	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	13	68	68	YES	601	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	14	68	68	YES	680	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	15	68	68	YES	505	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	16	75	75	YES	538	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	17	68	68	YES	946	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	18	68	68	YES	514	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	19	75	75	YES	505	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	20	75	75	YES	482	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	21	68	68	YES	625	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	22	68	68	YES	665	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	23	68	68	YES	386	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	24	75	75	YES	553	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	25	75	75	YES	434	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	26	75	75	YES	570	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	27	75	75	YES	490	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	28	75	75	YES	498	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	29	68	68	YES	578	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	30	75	75	YES	521	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	31	68	68	YES	505	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	32	68	68	YES	625	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	33	68	68	YES	441	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	34	68	68	YES	569	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	35	68	68	YES	489	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	36	68	68	YES	401	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	37	75	75	YES	578	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	38	68	68	YES	594	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	39	68	68	YES	762	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	40	68	68	YES	418	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	41	75	75	YES	682	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	42	68	68	YES	473	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	43	75	75	YES	873	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	44	75	75	YES	833	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	45	75	75	YES	1073	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	46	75	75	YES	602	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	47	75	75	YES	450	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	48	68	68	YES	649	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	49	75	75	YES	714	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	50	68	68	YES	537	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	51	68	68	YES	625	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	52	75	75	YES	745	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	53	68	68	YES	441	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	54	75	75	YES	608	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	55	75	75	YES	464	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	56	75	75	YES	385	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	57	75	75	YES	441	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	58	68	68	YES	562	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	59	68	75	NO	602	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	60	68	68	YES	761	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	61	68	68	YES	401	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	62	75	75	YES	505	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	63	68	68	YES	761	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	64	68	68	YES	425	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	65	75	75	YES	505	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	66	68	68	YES	473	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	67	68	68	YES	489	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	68	75	75	YES	914	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	69	68	68	YES	665	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	70	68	68	YES	546	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	71	75	75	YES	410	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	72	68	68	YES	378	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	73	68	68	YES	545	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	74	68	68	YES	745	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	75	68	68	YES	457	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	76	75	75	YES	617	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	77	75	75	YES	657	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	78	75	75	YES	465	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	79	75	68	NO	610	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	80	68	68	YES	570	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	81	68	68	YES	442	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	82	68	68	YES	474	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	83	68	68	YES	577	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	84	68	68	YES	529	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	85	75	75	YES	577	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	86	68	68	YES	457	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	87	68	68	YES	617	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	88	75	75	YES	953	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	89	68	68	YES	529	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	90	68	68	YES	626	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	91	75	75	YES	658	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	92	75	75	YES	594	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	93	68	68	YES	585	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	94	68	68	YES	529	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	95	75	75	YES	593	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	96	68	68	YES	489	2	chinese	low
2016_4020	1	5	CH1_CHIN	2	97	68	68	YES	449	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	98	75	75	YES	793	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	99	68	68	YES	497	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	100	75	68	NO	601	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	101	75	75	YES	834	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	102	68	68	YES	418	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	103	75	75	YES	729	2	chinese	low
2016_4020	9	5	CH1_CHIN	2	104	75	75	YES	505	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	105	68	68	YES	753	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	106	75	75	YES	624	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	107	68	68	YES	497	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	108	75	75	YES	609	2	chinese	low
2016_4020	8	5	CH1_CHIN	2	109	75	75	YES	561	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	110	75	75	YES	497	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	111	75	75	YES	609	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	112	68	68	YES	714	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	113	75	75	YES	690	2	chinese	low
2016_4020	4	5	CH1_CHIN	2	114	68	68	YES	561	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	115	68	68	YES	506	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	116	68	68	YES	641	2	chinese	low
2016_4020	7	5	CH1_CHIN	2	117	75	75	YES	562	2	chinese	low
2016_4020	3	5	CH1_CHIN	2	118	68	68	YES	649	2	chinese	low
2016_4020	6	5	CH1_CHIN	2	119	75	75	YES	576	2	chinese	low
2016_4020	2	5	CH1_CHIN	2	120	68	68	YES	1057	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	1	75	75	YES	543	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	2	75	75	YES	448	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	3	75	75	YES	489	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	4	75	68	NO	465	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	5	75	75	YES	728	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	6	75	75	YES	641	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	7	68	68	YES	505	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	8	75	75	YES	449	2	chinese	low
2016_4020	3	5	CH1_CHIN	3	9	68	68	YES	697	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	10	68	68	YES	737	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	11	68	68	YES	467	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	12	68	68	YES	465	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	13	75	75	YES	634	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	14	75	75	YES	465	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	15	75	75	YES	609	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	16	75	75	YES	817	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	17	68	68	YES	625	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	18	68	68	YES	496	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	19	68	68	YES	665	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	20	68	68	YES	441	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	21	68	68	YES	857	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	22	75	75	YES	785	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	23	75	75	YES	682	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	24	68	68	YES	634	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	25	75	75	YES	641	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	26	68	68	YES	593	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	27	68	68	YES	433	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	28	75	75	YES	649	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	29	75	75	YES	513	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	30	68	68	YES	793	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	31	75	75	YES	545	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	32	75	75	YES	561	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	33	68	68	YES	761	2	chinese	low
2016_4020	3	5	CH1_CHIN	3	34	68	68	YES	625	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	35	75	75	YES	575	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	36	75	75	YES	544	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	37	68	68	YES	394	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	38	75	75	YES	473	2	chinese	low
2016_4020	3	5	CH1_CHIN	3	39	68	68	YES	585	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	40	68	68	YES	401	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	41	75	75	YES	529	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	42	68	75	NO	561	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	43	75	75	YES	641	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	44	75	75	YES	489	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	45	75	75	YES	472	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	46	75	75	YES	906	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	47	75	75	YES	432	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	48	75	75	YES	473	2	chinese	low
2016_4020	3	5	CH1_CHIN	3	49	68	68	YES	889	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	50	68	68	YES	657	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	51	75	75	YES	585	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	52	68	68	YES	929	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	53	68	68	YES	481	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	54	75	75	YES	697	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	55	68	68	YES	696	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	56	75	75	YES	913	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	57	75	75	YES	745	2	chinese	low
2016_4020	8	5	CH1_CHIN	3	58	75	75	YES	1209	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	59	68	68	YES	1089	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	60	68	68	YES	1065	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	61	68	68	YES	1433	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	62	68	68	YES	537	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	63	68	68	YES	497	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	64	75	75	YES	577	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	65	75	75	YES	529	2	chinese	low
2016_4020	4	5	CH1_CHIN	3	66	68	68	YES	569	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	67	75	75	YES	633	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	68	75	75	YES	585	2	chinese	low
2016_4020	9	5	CH1_CHIN	3	69	75	75	YES	569	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	70	75	75	YES	888	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	71	75	75	YES	441	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	72	68	68	YES	513	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	73	68	68	YES	561	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	74	68	68	YES	520	2	chinese	low
2016_4020	2	5	CH1_CHIN	3	75	68	68	YES	529	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	76	68	68	YES	497	2	chinese	low
2016_4020	1	5	CH1_CHIN	3	77	68	68	YES	521	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	78	75	75	YES	513	2	chinese	low
2016_4020	7	5	CH1_CHIN	3	79	75	75	YES	385	2	chinese	low
2016_4020	6	5	CH1_CHIN	3	80	75	75	YES	473	2	chinese	low
